# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
1709 5.7622106136e-11 1.6865844675e-12 -4.6291093440e-12 0.0000000000e+00 7.5024412844e-16 -3.0770011328e-18 2.4164384792e-17
1710 5.7697426135e-11 1.6673735283e-12 -4.6037533775e-12 0.0000000000e+00 7.4841755593e-16 -3.3358476262e-18 2.3851256183e-17
1711 5.7770754099e-11 1.6483173363e-12 -4.5774582046e-12 0.0000000000e+00 7.4659632274e-16 -3.5785401959e-18 2.3536238417e-17
1712 5.7842005043e-11 1.6294230490e-12 -4.5502370340e-12 0.0000000000e+00 7.4478040783e-16 -3.8051068418e-18 2.3219336698e-17
1713 5.7911093606e-11 1.6106978545e-12 -4.5221031470e-12 0.0000000000e+00 7.4296978994e-16 -4.0155758978e-18 2.2900556272e-17
1714 5.7977934057e-11 1.5921489724e-12 -4.4930698979e-12 0.0000000000e+00 7.4116444758e-16 -4.2099760330e-18 2.2579902424e-17
1715 5.8042440291e-11 1.5737836535e-12 -4.4631507137e-12 0.0000000000e+00 7.3936435908e-16 -4.3883362517e-18 2.2257380482e-17
1716 5.8104525828e-11 1.5556091799e-12 -4.4323590947e-12 0.0000000000e+00 7.3756950253e-16 -4.5506858944e-18 2.1932995814e-17
1717 5.8164103817e-11 1.5376328649e-12 -4.4007086141e-12 0.0000000000e+00 7.3577985584e-16 -4.6970546382e-18 2.1606753832e-17
1718 5.8221087029e-11 1.5198620532e-12 -4.3682129186e-12 0.0000000000e+00 7.3399539669e-16 -4.8274724974e-18 2.1278659986e-17
1719 5.8275387861e-11 1.5023041211e-12 -4.3348857282e-12 0.0000000000e+00 7.3221610254e-16 -4.9419698240e-18 2.0948719771e-17
1720 5.8326918337e-11 1.4849664762e-12 -4.3007408364e-12 0.0000000000e+00 7.3044195067e-16 -5.0405773088e-18 2.0616938721e-17
1721 5.8375590100e-11 1.4678565576e-12 -4.2657921103e-12 0.0000000000e+00 7.2867291810e-16 -5.1233259811e-18 2.0283322413e-17
1722 5.8421314419e-11 1.4509818359e-12 -4.2300534906e-12 0.0000000000e+00 7.2690898168e-16 -5.1902472102e-18 1.9947876466e-17
1723 5.8464002186e-11 1.4343498136e-12 -4.1935389921e-12 0.0000000000e+00 7.2515011803e-16 -5.2413727053e-18 1.9610606540e-17
1724 5.8503563914e-11 1.4179680244e-12 -4.1562627033e-12 0.0000000000e+00 7.2339630355e-16 -5.2767345164e-18 1.9271518338e-17
1725 5.8539909737e-11 1.4018440340e-12 -4.1182387867e-12 0.0000000000e+00 7.2164751444e-16 -5.2963650349e-18 1.8930617604e-17
1726 5.8572949412e-11 1.3859854398e-12 -4.0794814794e-12 0.0000000000e+00 7.1990372668e-16 -5.3002969941e-18 1.8587910125e-17
1727 5.8602608465e-11 1.3703986951e-12 -4.0400060144e-12 0.0000000000e+00 7.1816491828e-16 -5.2885816219e-18 1.8243414924e-17
1728 5.8628876784e-11 1.3550855722e-12 -3.9998313969e-12 0.0000000000e+00 7.1643107608e-16 -5.2613432656e-18 1.7897203972e-17
1729 5.8651760439e-11 1.3400466694e-12 -3.9589776523e-12 0.0000000000e+00 7.1470218905e-16 -5.2187252308e-18 1.7549362812e-17
1730 5.8671265570e-11 1.3252825844e-12 -3.9174649061e-12 0.0000000000e+00 7.1297824595e-16 -5.1608716731e-18 1.7199977399e-17
1731 5.8687398383e-11 1.3107939137e-12 -3.8753133845e-12 0.0000000000e+00 7.1125923544e-16 -5.0879275993e-18 1.6849134096e-17
1732 5.8700165154e-11 1.2965812534e-12 -3.8325434141e-12 0.0000000000e+00 7.0954514599e-16 -5.0000388685e-18 1.6496919679e-17
1733 5.8709572230e-11 1.2826451984e-12 -3.7891754223e-12 0.0000000000e+00 7.0783596593e-16 -4.8973521937e-18 1.6143421334e-17
1734 5.8715626023e-11 1.2689863429e-12 -3.7452299374e-12 0.0000000000e+00 7.0613168345e-16 -4.7800151428e-18 1.5788726662e-17
1735 5.8718333018e-11 1.2556052803e-12 -3.7007275886e-12 0.0000000000e+00 7.0443228655e-16 -4.6481761404e-18 1.5432923673e-17
1736 5.8717699768e-11 1.2425026031e-12 -3.6556891065e-12 0.0000000000e+00 7.0273776311e-16 -4.5019844685e-18 1.5076100793e-17
1737 5.8713732896e-11 1.2296789029e-12 -3.6101353229e-12 0.0000000000e+00 7.0104810084e-16 -4.3415902685e-18 1.4718346862e-17
1738 5.8706439094e-11 1.2171347704e-12 -3.5640871712e-12 0.0000000000e+00 6.9936328729e-16 -4.1671445419e-18 1.4359751132e-17
1739 5.8695825124e-11 1.2048707956e-12 -3.5175656861e-12 0.0000000000e+00 6.9768330986e-16 -3.9787991519e-18 1.4000403274e-17
1740 5.8681897818e-11 1.1928875675e-12 -3.4705920045e-12 0.0000000000e+00 6.9600815580e-16 -3.7767068249e-18 1.3640393373e-17
1741 5.8664664079e-11 1.1811856741e-12 -3.4231873649e-12 0.0000000000e+00 6.9433781220e-16 -3.5610211515e-18 1.3279811928e-17
1742 5.8644130877e-11 1.1697657030e-12 -3.3753731081e-12 0.0000000000e+00 6.9267226599e-16 -3.3318965877e-18 1.2918749860e-17
1743 5.8620305256e-11 1.1586282404e-12 -3.3271706769e-12 0.0000000000e+00 6.9101150393e-16 -3.0894884570e-18 1.2557298503e-17
1744 5.8593194329e-11 1.1477738718e-12 -3.2786016168e-12 0.0000000000e+00 6.8935551266e-16 -2.8339529506e-18 1.2195549612e-17
1745 5.8562805278e-11 1.1372031820e-12 -3.2296875754e-12 0.0000000000e+00 6.8770427863e-16 -2.5654471296e-18 1.1833595359e-17
1746 5.8529145358e-11 1.1269167547e-12 -3.1804503032e-12 0.0000000000e+00 6.8605778815e-16 -2.2841289261e-18 1.1471528338e-17
1747 5.8492221892e-11 1.1169151728e-12 -3.1309116536e-12 0.0000000000e+00 6.8441602735e-16 -1.9901571440e-18 1.1109441559e-17
1748 5.8452042277e-11 1.1071990182e-12 -3.0810935827e-12 0.0000000000e+00 6.8277898223e-16 -1.6836914613e-18 1.0747428456e-17
1749 5.8408613978e-11 1.0977688721e-12 -3.0310181500e-12 0.0000000000e+00 6.8114663862e-16 -1.3648924304e-18 1.0385582882e-17
1750 5.8361944534e-11 1.0886253147e-12 -2.9807075180e-12 0.0000000000e+00 6.7951898219e-16 -1.0339214802e-18 1.0023999114e-17
1751 5.8312041552e-11 1.0797689252e-12 -2.9301839528e-12 0.0000000000e+00 6.7789599844e-16 -6.9094091684e-19 9.6627718492e-18
1752 5.8258912713e-11 1.0712002820e-12 -2.8794698240e-12 0.0000000000e+00 6.7627767274e-16 -3.3611392546e-19 9.3019962090e-18
1753 5.8202565768e-11 1.0629199627e-12 -2.8285876048e-12 0.0000000000e+00 6.7466399026e-16 3.0395428747e-20 8.9417677378e-18
1754 5.8143008539e-11 1.0549285438e-12 -2.7775598724e-12 0.0000000000e+00 6.7305493606e-16 4.0842219910e-19 8.5821824044e-18
1755 5.8080248922e-11 1.0472266009e-12 -2.7264093079e-12 0.0000000000e+00 6.7145049498e-16 7.9780055618e-19 8.2233366024e-18
1756 5.8014294883e-11 1.0398147089e-12 -2.6751586967e-12 0.0000000000e+00 6.6985065176e-16 1.1983637865e-18 7.8653271505e-18
1757 5.7945154460e-11 1.0326934415e-12 -2.6238309283e-12 0.0000000000e+00 6.6825539094e-16 1.6099442910e-18 7.5082512936e-18
1758 5.7872835764e-11 1.0258633716e-12 -2.5724489967e-12 0.0000000000e+00 6.6666469691e-16 2.0323735842e-18 7.1522067030e-18
1759 5.7797346976e-11 1.0193250713e-12 -2.5210360006e-12 0.0000000000e+00 6.6507855391e-16 2.4654822923e-18 6.7972914772e-18
1760 5.7718696352e-11 1.0130791116e-12 -2.4696151433e-12 0.0000000000e+00 6.6349694599e-16 2.9091001522e-18 6.4436041426e-18
1761 5.7636892219e-11 1.0071260626e-12 -2.4182097332e-12 0.0000000000e+00 6.6191985707e-16 3.3630560103e-18 6.0912436536e-18
1762 5.7551942975e-11 1.0014664935e-12 -2.3668431835e-12 0.0000000000e+00 6.6034727088e-16 3.8271778208e-18 5.7403093938e-18
1763 5.7463857095e-11 9.9610097259e-13 -2.3155390127e-12 0.0000000000e+00 6.5877917102e-16 4.3012926447e-18 5.3909011763e-18
1764 5.7372643121e-11 9.9103006715e-13 -2.2643208446e-12 0.0000000000e+00 6.5721554089e-16 4.7852266483e-18 5.0431192441e-18
1765 5.7278309673e-11 9.8625434357e-13 -2.2132124087e-12 0.0000000000e+00 6.5565636377e-16 5.2788051020e-18 4.6970642713e-18
1766 5.7180865441e-11 9.8177436726e-13 -2.1622375397e-12 0.0000000000e+00 6.5410162273e-16 5.7818523788e-18 4.3528373631e-18
1767 5.7080319189e-11 9.7759070272e-13 -2.1114201786e-12 0.0000000000e+00 6.5255130071e-16 6.2941919534e-18 4.0105400566e-18
1768 5.6976679753e-11 9.7370391347e-13 -2.0607843718e-12 0.0000000000e+00 6.5100538047e-16 6.8156464004e-18 3.6702743215e-18
1769 5.6869956045e-11 9.7011456207e-13 -2.0103542722e-12 0.0000000000e+00 6.4946384462e-16 7.3460373930e-18 3.3321425606e-18
1770 5.6760157049e-11 9.6682321015e-13 -1.9601541388e-12 0.0000000000e+00 6.4792667559e-16 7.8851857023e-18 2.9962476105e-18
1771 5.6647291821e-11 9.6383041836e-13 -1.9102083368e-12 0.0000000000e+00 6.4639385566e-16 8.4329111952e-18 2.6626927419e-18
1772 5.6531369493e-11 9.6113674639e-13 -1.8605413382e-12 0.0000000000e+00 6.4486536693e-16 8.9890328336e-18 2.3315816606e-18
1773 5.6412399269e-11 9.5874275295e-13 -1.8111777215e-12 0.0000000000e+00 6.4334119134e-16 9.5533686727e-18 2.0030185079e-18
1774 5.6290390429e-11 9.5664899582e-13 -1.7621421721e-12 0.0000000000e+00 6.4182131068e-16 1.0125735860e-17 1.6771078611e-18
1775 5.6165352326e-11 9.5485603175e-13 -1.7134594822e-12 0.0000000000e+00 6.4030570656e-16 1.0705950634e-17 1.3539547342e-18
1776 5.6037294386e-11 9.5336441656e-13 -1.6651545515e-12 0.0000000000e+00 6.3879436041e-16 1.1293828323e-17 1.0336645786e-18
1777 5.5906226112e-11 9.5217470508e-13 -1.6172523865e-12 0.0000000000e+00 6.3728725353e-16 1.1889183343e-17 7.1634328360e-19
1778 5.5772157077e-11 9.5128745115e-13 -1.5697781014e-12 0.0000000000e+00 6.3578436701e-16 1.2491829196e-17 4.0209717685e-19
1779 5.5635096934e-11 9.5070320762e-13 -1.5227569179e-12 0.0000000000e+00 6.3428568182e-16 1.3101578473e-17 9.1033025234e-20
1780 5.5495055407e-11 9.5042252636e-13 -1.4762141655e-12 0.0000000000e+00 6.3279117872e-16 1.3718242845e-17 -2.1674196474e-19
1781 5.5352042295e-11 9.5044595826e-13 -1.4301752814e-12 0.0000000000e+00 6.3130083832e-16 1.4341633068e-17 -5.2112014626e-19
1782 5.5206075270e-11 9.5077324819e-13 -1.3846627185e-12 0.0000000000e+00 6.2981464290e-16 1.4971572526e-17 -8.2201580854e-19
1783 5.5057203339e-11 9.5140091270e-13 -1.3396866413e-12 0.0000000000e+00 6.2833258182e-16 1.5607937983e-17 -1.1194325079e-18
1784 5.4905483571e-11 9.5232464246e-13 -1.2952541536e-12 0.0000000000e+00 6.2685464615e-16 1.6250619161e-17 -1.4133962883e-18
1785 5.4750973323e-11 9.5354010539e-13 -1.2513723845e-12 0.0000000000e+00 6.2538082683e-16 1.6899505229e-17 -1.7039333550e-18
1786 5.4593730238e-11 9.5504294667e-13 -1.2080484879e-12 0.0000000000e+00 6.2391111470e-16 1.7554484795e-17 -1.9910700748e-18
1787 5.4433812245e-11 9.5682878866e-13 -1.1652896428e-12 0.0000000000e+00 6.2244550047e-16 1.8215445910e-17 -2.2748329762e-18
1788 5.4271277560e-11 9.5889323089e-13 -1.1231030534e-12 0.0000000000e+00 6.2098397472e-16 1.8882276065e-17 -2.5552487498e-18
1789 5.4106184686e-11 9.6123185005e-13 -1.0814959488e-12 0.0000000000e+00 6.1952652792e-16 1.9554862192e-17 -2.8323442482e-18
1790 5.3938592413e-11 9.6384019991e-13 -1.0404755836e-12 0.0000000000e+00 6.1807315042e-16 2.0233090661e-17 -3.1061464868e-18
1791 5.3768559822e-11 9.6671381133e-13 -1.0000492374e-12 0.0000000000e+00 6.1662383244e-16 2.0916847283e-17 -3.3766826434e-18
1792 5.3596146280e-11 9.6984819217e-13 -9.6022421483e-13 0.0000000000e+00 6.1517856409e-16 2.1606017304e-17 -3.6439800592e-18
1793 5.3421411443e-11 9.7323882735e-13 -9.2100784607e-13 0.0000000000e+00 6.1373733536e-16 2.2300485407e-17 -3.9080662383e-18
1794 5.3244415258e-11 9.7688117870e-13 -8.8240748644e-13 0.0000000000e+00 6.1230013610e-16 2.3000135712e-17 -4.1689688483e-18
1795 5.3065217960e-11 9.8077068502e-13 -8.4443051660e-13 0.0000000000e+00 6.1086695607e-16 2.3704851775e-17 -4.4267157207e-18
1796 5.2883880076e-11 9.8490276201e-13 -8.0708434254e-13 0.0000000000e+00 6.0943778487e-16 2.4414516584e-17 -4.6813348510e-18
1797 5.2700462422e-11 9.8927280223e-13 -7.7037639564e-13 0.0000000000e+00 6.0801261200e-16 2.5129012562e-17 -4.9328543987e-18
1798 5.2515026105e-11 9.9387617509e-13 -7.3431413269e-13 0.0000000000e+00 6.0659142685e-16 2.5848221565e-17 -5.1813026879e-18
1799 5.2327632527e-11 9.9870822679e-13 -6.9890503591e-13 0.0000000000e+00 6.0517421865e-16 2.6572024881e-17 -5.4267082076e-18
1800 5.2138343376e-11 1.0037642803e-12 -6.6415661298e-13 0.0000000000e+00 6.0376097655e-16 2.7300303227e-17 -5.6690996113e-18
1801 5.1947220637e-11 1.0090396353e-12 -6.3007639712e-13 0.0000000000e+00 6.0235168955e-16 2.8032936754e-17 -5.9085057183e-18
1802 5.1754326586e-11 1.0145295682e-12 -5.9667194704e-13 0.0000000000e+00 6.0094634653e-16 2.8769805039e-17 -6.1449555128e-18
1803 5.1559723791e-11 1.0202293322e-12 -5.6395084705e-13 0.0000000000e+00 5.9954493625e-16 2.9510787091e-17 -6.3784781453e-18
1804 5.1363475116e-11 1.0261341569e-12 -5.3192070704e-13 0.0000000000e+00 5.9814744736e-16 3.0255761345e-17 -6.6091029317e-18
1805 5.1165643717e-11 1.0322392485e-12 -5.0058916253e-13 0.0000000000e+00 5.9675386835e-16 3.1004605662e-17 -6.8368593544e-18
1806 5.0966293045e-11 1.0385397902e-12 -4.6996387471e-13 0.0000000000e+00 5.9536418763e-16 3.1757197332e-17 -7.0617770624e-18
1807 5.0765486845e-11 1.0450309411e-12 -4.4005253045e-13 0.0000000000e+00 5.9397839345e-16 3.2513413070e-17 -7.2838858709e-18
1808 5.0563289160e-11 1.0517078373e-12 -4.1086284236e-13 0.0000000000e+00 5.9259647395e-16 3.3273129013e-17 -7.5032157627e-18
1809 5.0359764324e-11 1.0585655911e-12 -3.8240254879e-13 0.0000000000e+00 5.9121841716e-16 3.4036220726e-17 -7.7197968873e-18
1810 5.0154976971e-11 1.0655992914e-12 -3.5467941388e-13 0.0000000000e+00 5.8984421096e-16 3.4802563193e-17 -7.9336595618e-18
1811 4.9948992029e-11 1.0728040034e-12 -3.2770122760e-13 0.0000000000e+00 5.8847384312e-16 3.5572030824e-17 -8.1448342710e-18
1812 4.9741874724e-11 1.0801747686e-12 -3.0147580576e-13 0.0000000000e+00 5.8710730128e-16 3.6344497447e-17 -8.3533516678e-18
1813 4.9533690580e-11 1.0877066051e-12 -2.7601099006e-13 0.0000000000e+00 5.8574457295e-16 3.7119836315e-17 -8.5592425730e-18
1814 4.9324505416e-11 1.0953945069e-12 -2.5131464809e-13 0.0000000000e+00 5.8438564553e-16 3.7897920096e-17 -8.7625379761e-18
1815 4.9114385351e-11 1.1032334447e-12 -2.2739467342e-13 0.0000000000e+00 5.8303050627e-16 3.8678620880e-17 -8.9632690351e-18
1816 4.8903396802e-11 1.1112183652e-12 -2.0425898558e-13 0.0000000000e+00 5.8167914232e-16 3.9461810175e-17 -9.1614670771e-18
1817 4.8691606486e-11 1.1193441912e-12 -1.8191553011e-13 0.0000000000e+00 5.8033154068e-16 4.0247358907e-17 -9.3571635981e-18
1818 4.8479081418e-11 1.1276058219e-12 -1.6037227858e-13 0.0000000000e+00 5.7898768823e-16 4.1035137416e-17 -9.5503902639e-18
1819 4.8265888913e-11 1.1359981326e-12 -1.3963722865e-13 0.0000000000e+00 5.7764757175e-16 4.1825015460e-17 -9.7411789097e-18
1820 4.8052096585e-11 1.1445159744e-12 -1.1971840408e-13 0.0000000000e+00 5.7631117785e-16 4.2616862212e-17 -9.9295615408e-18
1821 4.7837772351e-11 1.1531541749e-12 -1.0062385474e-13 0.0000000000e+00 5.7497849304e-16 4.3410546259e-17 -1.0115570333e-17
1822 4.7622984428e-11 1.1619075374e-12 -8.2361656707e-14 0.0000000000e+00 5.7364950370e-16 4.4205935602e-17 -1.0299237631e-17
1823 4.7407801333e-11 1.1707708415e-12 -6.4939912227e-14 0.0000000000e+00 5.7232419607e-16 4.5002897652e-17 -1.0480595952e-17
1824 4.7192291886e-11 1.1797388424e-12 -4.8366749786e-14 0.0000000000e+00 5.7100255627e-16 4.5801299235e-17 -1.0659677984e-17
1825 4.6976525209e-11 1.1888062715e-12 -3.2650324130e-14 0.0000000000e+00 5.6968457031e-16 4.6601006587e-17 -1.0836516584e-17
1826 4.6760570727e-11 1.1979678361e-12 -1.7798816300e-14 0.0000000000e+00 5.6837022403e-16 4.7401885352e-17 -1.1011144783e-17
1827 4.6544498167e-11 1.2072182193e-12 -3.8204336586e-15 0.0000000000e+00 5.6705950319e-16 4.8203800588e-17 -1.1183595783e-17
1828 4.6328377562e-11 1.2165520799e-12 9.2765900720e-15 0.0000000000e+00 5.6575239337e-16 4.9006616756e-17 -1.1353902957e-17
1829 4.6112279244e-11 1.2259640527e-12 2.1483994783e-14 0.0000000000e+00 5.6444888007e-16 4.9810197730e-17 -1.1522099851e-17
1830 4.5896273854e-11 1.2354487483e-12 3.2793493947e-14 0.0000000000e+00 5.6314894863e-16 5.0614406788e-17 -1.1688220183e-17
1831 4.5680432336e-11 1.2450007527e-12 4.3196774584e-14 0.0000000000e+00 5.6185258428e-16 5.1419106614e-17 -1.1852297843e-17
1832 4.5464825939e-11 1.2546146281e-12 5.2685497230e-14 0.0000000000e+00 5.6055977209e-16 5.2224159299e-17 -1.2014366896e-17
1833 4.5249526216e-11 1.2642849118e-12 6.1251295910e-14 0.0000000000e+00 5.5927049703e-16 5.3029426337e-17 -1.2174461578e-17
1834 4.5034605029e-11 1.2740061173e-12 6.8885778099e-14 0.0000000000e+00 5.5798474394e-16 5.3834768627e-17 -1.2332616299e-17
1835 4.4820134543e-11 1.2837727332e-12 7.5580524697e-14 0.0000000000e+00 5.5670249751e-16 5.4640046471e-17 -1.2488865643e-17
1836 4.4606187234e-11 1.2935792241e-12 8.1327089992e-14 0.0000000000e+00 5.5542374231e-16 5.5445119570e-17 -1.2643244368e-17
1837 4.4392829944e-11 1.3034202995e-12 8.6120089112e-14 0.0000000000e+00 5.5414846408e-16 5.6249853209e-17 -1.2795782121e-17
1838 4.4180106031e-11 1.3132917266e-12 8.9966487306e-14 0.0000000000e+00 5.5287665358e-16 5.7054136834e-17 -1.2946487537e-17
1839 4.3968053081e-11 1.3231895238e-12 9.2876384598e-14 0.0000000000e+00 5.5160830279e-16 5.7857865618e-17 -1.3095364013e-17
1840 4.3756708833e-11 1.3331096923e-12 9.4859935105e-14 0.0000000000e+00 5.5034340356e-16 5.8660934294e-17 -1.3242414984e-17
1841 4.3546111179e-11 1.3430482159e-12 9.5927347113e-14 0.0000000000e+00 5.4908194768e-16 5.9463237154e-17 -1.3387643921e-17
1842 4.3336298166e-11 1.3530010605e-12 9.6088883157e-14 0.0000000000e+00 5.4782392682e-16 6.0264668052e-17 -1.3531054332e-17
1843 4.3127307993e-11 1.3629641747e-12 9.5354860099e-14 0.0000000000e+00 5.4656933255e-16 6.1065120399e-17 -1.3672649761e-17
1844 4.2919179012e-11 1.3729334893e-12 9.3735649206e-14 0.0000000000e+00 5.4531815635e-16 6.1864487165e-17 -1.3812433789e-17
1845 4.2711949732e-11 1.3829049177e-12 9.1241676224e-14 0.0000000000e+00 5.4407038959e-16 6.2662660877e-17 -1.3950410035e-17
1846 4.2505658814e-11 1.3928743554e-12 8.7883421466e-14 0.0000000000e+00 5.4282602356e-16 6.3459533620e-17 -1.4086582152e-17
1847 4.2300345073e-11 1.4028376805e-12 8.3671419878e-14 0.0000000000e+00 5.4158504945e-16 6.4254997035e-17 -1.4220953833e-17
1848 4.2096047480e-11 1.4127907531e-12 7.8616261127e-14 0.0000000000e+00 5.4034745832e-16 6.5048942319e-17 -1.4353528806e-17
1849 4.1892805161e-11 1.4227294159e-12 7.2728589673e-14 0.0000000000e+00 5.3911324117e-16 6.5841260224e-17 -1.4484310838e-17
1850 4.1690657395e-11 1.4326494936e-12 6.6019104850e-14 0.0000000000e+00 5.3788238889e-16 6.6631841058e-17 -1.4613303730e-17
1851 4.1489643618e-11 1.4425467933e-12 5.8498560945e-14 0.0000000000e+00 5.3665489225e-16 6.7420574681e-17 -1.4740511324e-17
1852 4.1289803421e-11 1.4524171041e-12 5.0177767272e-14 0.0000000000e+00 5.3543074194e-16 6.8207350510e-17 -1.4865937497e-17
1853 4.1091176551e-11 1.4622561977e-12 4.1067588253e-14 0.0000000000e+00 5.3420992855e-16 6.8992057510e-17 -1.4989586164e-17
1854 4.0893802909e-11 1.4720598274e-12 3.1178943497e-14 0.0000000000e+00 5.3299244257e-16 6.9774584204e-17 -1.5111461275e-17
1855 4.0697722555e-11 1.4818237291e-12 2.0522807876e-14 0.0000000000e+00 5.3177827438e-16 7.0554818663e-17 -1.5231566822e-17
1856 4.0502975703e-11 1.4915436207e-12 9.1102116046e-15 0.0000000000e+00 5.3056741428e-16 7.1332648511e-17 -1.5349906830e-17
1857 4.0309602724e-11 1.5012152020e-12 -3.0477596840e-15 0.0000000000e+00 5.2935985244e-16 7.2107960921e-17 -1.5466485365e-17
1858 4.0117644145e-11 1.5108341550e-12 -1.5939964857e-14 0.0000000000e+00 5.2815557895e-16 7.2880642618e-17 -1.5581306528e-17
1859 3.9927140652e-11 1.5203961438e-12 -2.9555207206e-14 0.0000000000e+00 5.2695458380e-16 7.3650579875e-17 -1.5694374460e-17
1860 3.9738133086e-11 1.5298968145e-12 -4.3882234369e-14 0.0000000000e+00 5.2575685687e-16 7.4417658515e-17 -1.5805693337e-17
1861 3.9550662445e-11 1.5393317951e-12 -5.8909738248e-14 0.0000000000e+00 5.2456238794e-16 7.5181763909e-17 -1.5915267374e-17
1862 3.9364769886e-11 1.5486966956e-12 -7.4626354940e-14 0.0000000000e+00 5.2337116671e-16 7.5942780975e-17 -1.6023100826e-17
1863 3.9180496722e-11 1.5579871081e-12 -9.1020664648e-14 0.0000000000e+00 5.2218318274e-16 7.6700594179e-17 -1.6129197983e-17
1864 3.8997884426e-11 1.5671986063e-12 -1.0808119161e-13 0.0000000000e+00 5.2099842553e-16 7.7455087533e-17 -1.6233563173e-17
1865 3.8816974628e-11 1.5763267463e-12 -1.2579640402e-13 0.0000000000e+00 5.1981688444e-16 7.8206144595e-17 -1.6336200765e-17
1866 3.8637809114e-11 1.5853670655e-12 -1.4415471396e-13 0.0000000000e+00 5.1863854875e-16 7.8953648469e-17 -1.6437115162e-17
1867 3.8460429832e-11 1.5943150835e-12 -1.6314447728e-13 0.0000000000e+00 5.1746340764e-16 7.9697481803e-17 -1.6536310808e-17
1868 3.8284878887e-11 1.6031663017e-12 -1.8275399357e-13 0.0000000000e+00 5.1629145018e-16 8.0437526790e-17 -1.6633792185e-17
1869 3.8111198543e-11 1.6119162033e-12 -2.0297150608e-13 0.0000000000e+00 5.1512266534e-16 8.1173665166e-17 -1.6729563812e-17
1870 3.7939431223e-11 1.6205602532e-12 -2.2378520160e-13 0.0000000000e+00 5.1395704199e-16 8.1905778210e-17 -1.6823630247e-17
1871 3.7769619509e-11 1.6290938980e-12 -2.4518321041e-13 0.0000000000e+00 5.1279456889e-16 8.2633746743e-17 -1.6915996087e-17
1872 3.7601806143e-11 1.6375125663e-12 -2.6715360621e-13 0.0000000000e+00 5.1163523470e-16 8.3357451130e-17 -1.7006665966e-17
1873 3.7436034026e-11 1.6458116681e-12 -2.8968440601e-13 0.0000000000e+00 5.1047902798e-16 8.4076771274e-17 -1.7095644557e-17
1874 3.7272346221e-11 1.6539865954e-12 -3.1276357009e-13 0.0000000000e+00 5.0932593720e-16 8.4791586622e-17 -1.7182936573e-17
1875 3.7110785947e-11 1.6620327215e-12 -3.3637900190e-13 0.0000000000e+00 5.0817595069e-16 8.5501776159e-17 -1.7268546764e-17
1876 3.6951396587e-11 1.6699454016e-12 -3.6051854798e-13 0.0000000000e+00 5.0702905672e-16 8.6207218409e-17 -1.7352479919e-17
1877 3.6794221683e-11 1.6777199724e-12 -3.8516999789e-13 0.0000000000e+00 5.0588524342e-16 8.6907791438e-17 -1.7434740866e-17
1878 3.6639304938e-11 1.6853517523e-12 -4.1032108414e-13 0.0000000000e+00 5.0474449883e-16 8.7603372846e-17 -1.7515334472e-17
1879 3.6486690215e-11 1.6928360412e-12 -4.3595948209e-13 0.0000000000e+00 5.0360681090e-16 8.8293839775e-17 -1.7594265641e-17
1880 3.6336421539e-11 1.7001681205e-12 -4.6207280988e-13 0.0000000000e+00 5.0247216746e-16 8.8979068900e-17 -1.7671539320e-17
1881 3.6188543096e-11 1.7073432531e-12 -4.8864862837e-13 0.0000000000e+00 5.0134055624e-16 8.9658936437e-17 -1.7747160491e-17
1882 3.6043099234e-11 1.7143566835e-12 -5.1567444103e-13 0.0000000000e+00 5.0021196486e-16 9.0333318134e-17 -1.7821134177e-17
1883 3.5900134462e-11 1.7212036377e-12 -5.4313769390e-13 0.0000000000e+00 4.9908638084e-16 9.1002089278e-17 -1.7893465439e-17
1884 3.5759693451e-11 1.7278793229e-12 -5.7102577547e-13 0.0000000000e+00 4.9796379160e-16 9.1665124687e-17 -1.7964159378e-17
1885 3.5621821035e-11 1.7343789281e-12 -5.9932601662e-13 0.0000000000e+00 4.9684418445e-16 9.2322298716e-17 -1.8033221134e-17
1886 3.5486562208e-11 1.7406976233e-12 -6.2802569058e-13 0.0000000000e+00 4.9572754659e-16 9.2973485253e-17 -1.8100655886e-17
1887 3.5353962129e-11 1.7468305601e-12 -6.5711201278e-13 0.0000000000e+00 4.9461386513e-16 9.3618557718e-17 -1.8166468853e-17
1888 3.5224066118e-11 1.7527728715e-12 -6.8657214082e-13 0.0000000000e+00 4.9350312705e-16 9.4257389066e-17 -1.8230665294e-17
1889 3.5096919659e-11 1.7585196717e-12 -7.1639317439e-13 0.0000000000e+00 4.9239531925e-16 9.4889851780e-17 -1.8293250505e-17
1890 3.4972568399e-11 1.7640660562e-12 -7.4656215517e-13 0.0000000000e+00 4.9129042851e-16 9.5515817879e-17 -1.8354229823e-17
1891 3.4851058148e-11 1.7694071019e-12 -7.7706606677e-13 0.0000000000e+00 4.9018844150e-16 9.6135158908e-17 -1.8413608625e-17
1892 3.4732424466e-11 1.7745387315e-12 -8.0789173949e-13 0.0000000000e+00 4.8908934601e-16 9.6747766283e-17 -1.8471388202e-17
1893 3.4616661339e-11 1.7794603151e-12 -8.3902556402e-13 0.0000000000e+00 4.8799313455e-16 9.7353612473e-17 -1.8527553351e-17
