# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
1894 3.4503752261e-11 1.7841720888e-12 -8.7045377537e-13 0.0000000000e+00 4.8689980076e-16 9.7952690288e-17 -1.8582084685e-17
1895 3.4393680627e-11 1.7886742917e-12 -9.0216254776e-13 0.0000000000e+00 4.8580933822e-16 9.8544992582e-17 -1.8634962755e-17
1896 3.4286429730e-11 1.7929671662e-12 -9.3413799449e-13 0.0000000000e+00 4.8472174041e-16 9.9130512254e-17 -1.8686168045e-17
1897 3.4181982761e-11 1.7970509580e-12 -9.6636616792e-13 0.0000000000e+00 4.8363700075e-16 9.9709242251e-17 -1.8735680975e-17
1898 3.4080322812e-11 1.8009259156e-12 -9.9883305934e-13 0.0000000000e+00 4.8255511258e-16 1.0028117556e-16 -1.8783481898e-17
1899 3.3981432874e-11 1.8045922912e-12 -1.0315245989e-12 0.0000000000e+00 4.8147606916e-16 1.0084630523e-16 -1.8829551104e-17
1900 3.3885295834e-11 1.8080503397e-12 -1.0644266556e-12 0.0000000000e+00 4.8039986369e-16 1.0140462432e-16 -1.8873868815e-17
1901 3.3791894482e-11 1.8113003194e-12 -1.0975250371e-12 0.0000000000e+00 4.7932648926e-16 1.0195612598e-16 -1.8916415191e-17
1902 3.3701211503e-11 1.8143424919e-12 -1.1308054896e-12 0.0000000000e+00 4.7825593892e-16 1.0250080338e-16 -1.8957170322e-17
1903 3.3613229480e-11 1.8171771219e-12 -1.1642536981e-12 0.0000000000e+00 4.7718820562e-16 1.0303864973e-16 -1.8996114236e-17
1904 3.3527930897e-11 1.8198044772e-12 -1.1978552856e-12 0.0000000000e+00 4.7612328223e-16 1.0356965830e-16 -1.9033226894e-17
1905 3.3445298134e-11 1.8222248290e-12 -1.2315958141e-12 0.0000000000e+00 4.7506116157e-16 1.0409382241e-16 -1.9068488191e-17
1906 3.3365313468e-11 1.8244384517e-12 -1.2654607833e-12 0.0000000000e+00 4.7400183635e-16 1.0461113542e-16 -1.9101877956e-17
1907 3.3287959076e-11 1.8264456227e-12 -1.2994356316e-12 0.0000000000e+00 4.7294529923e-16 1.0512159072e-16 -1.9133375952e-17
1908 3.3213217032e-11 1.8282466229e-12 -1.3335057351e-12 0.0000000000e+00 4.7189154276e-16 1.0562518178e-16 -1.9162961876e-17
1909 3.3141069305e-11 1.8298417364e-12 -1.3676564084e-12 0.0000000000e+00 4.7084055945e-16 1.0612190209e-16 -1.9190615361e-17
1910 3.3071497765e-11 1.8312312503e-12 -1.4018729037e-12 0.0000000000e+00 4.6979234171e-16 1.0661174519e-16 -1.9216315970e-17
1911 3.3004484176e-11 1.8324154552e-12 -1.4361404113e-12 0.0000000000e+00 4.6874688187e-16 1.0709470467e-16 -1.9240043202e-17
1912 3.2940010200e-11 1.8333946449e-12 -1.4704440593e-12 0.0000000000e+00 4.6770417219e-16 1.0757077419e-16 -1.9261776490e-17
1913 3.2878057397e-11 1.8341691163e-12 -1.5047689134e-12 0.0000000000e+00 4.6666420486e-16 1.0803994741e-16 -1.9281495199e-17
1914 3.2818607222e-11 1.8347391698e-12 -1.5390999770e-12 0.0000000000e+00 4.6562697196e-16 1.0850221808e-16 -1.9299178629e-17
1915 3.2761641027e-11 1.8351051089e-12 -1.5734221913e-12 0.0000000000e+00 4.6459246553e-16 1.0895757998e-16 -1.9314806013e-17
1916 3.2707140060e-11 1.8352672404e-12 -1.6077204346e-12 0.0000000000e+00 4.6356067751e-16 1.0940602692e-16 -1.9328356516e-17
1917 3.2655085468e-11 1.8352258744e-12 -1.6419795228e-12 0.0000000000e+00 4.6253159976e-16 1.0984755280e-16 -1.9339809238e-17
1918 3.2605458289e-11 1.8349813242e-12 -1.6761842092e-12 0.0000000000e+00 4.6150522408e-16 1.1028215152e-16 -1.9349143211e-17
1919 3.2558239462e-11 1.8345339065e-12 -1.7103191843e-12 0.0000000000e+00 4.6048154216e-16 1.1070981706e-16 -1.9356337402e-17
1920 3.2513409819e-11 1.8338839412e-12 -1.7443690756e-12 0.0000000000e+00 4.5946054564e-16 1.1113054343e-16 -1.9361370708e-17
1921 3.2470950087e-11 1.8330317517e-12 -1.7783184478e-12 0.0000000000e+00 4.5844222607e-16 1.1154432471e-16 -1.9364221962e-17
1922 3.2430840891e-11 1.8319776643e-12 -1.8121518027e-12 0.0000000000e+00 4.5742657491e-16 1.1195115500e-16 -1.9364869927e-17
1923 3.2393062750e-11 1.8307220090e-12 -1.8458535788e-12 0.0000000000e+00 4.5641358356e-16 1.1235102847e-16 -1.9363293301e-17
1924 3.2357596077e-11 1.8292651189e-12 -1.8794081516e-12 0.0000000000e+00 4.5540324333e-16 1.1274393932e-16 -1.9359470714e-17
1925 3.2324421183e-11 1.8276073305e-12 -1.9127998334e-12 0.0000000000e+00 4.5439554544e-16 1.1312988181e-16 -1.9353380728e-17
1926 3.2293518271e-11 1.8257489836e-12 -1.9460128730e-12 0.0000000000e+00 4.5339048106e-16 1.1350885025e-16 -1.9345001839e-17
1927 3.2264867441e-11 1.8236904213e-12 -1.9790314558e-12 0.0000000000e+00 4.5238804125e-16 1.1388083899e-16 -1.9334312473e-17
1928 3.2238448685e-11 1.8214319900e-12 -2.0118397038e-12 0.0000000000e+00 4.5138821700e-16 1.1424584243e-16 -1.9321290992e-17
1929 3.2214241893e-11 1.8189740396e-12 -2.0444216755e-12 0.0000000000e+00 4.5039099922e-16 1.1460385502e-16 -1.9305915687e-17
1930 3.2192226845e-11 1.8163169231e-12 -2.0767613656e-12 0.0000000000e+00 4.4939637874e-16 1.1495487127e-16 -1.9288164783e-17
1931 3.2172383220e-11 1.8134609971e-12 -2.1088427052e-12 0.0000000000e+00 4.4840434632e-16 1.1529888571e-16 -1.9268016436e-17
1932 3.2154690587e-11 1.8104066214e-12 -2.1406495614e-12 0.0000000000e+00 4.4741489262e-16 1.1563589295e-16 -1.9245448735e-17
1933 3.2139128412e-11 1.8071541591e-12 -2.1721657376e-12 0.0000000000e+00 4.4642800823e-16 1.1596588763e-16 -1.9220439701e-17
1934 3.2125676051e-11 1.8037039768e-12 -2.2033749730e-12 0.0000000000e+00 4.4544368365e-16 1.1628886445e-16 -1.9192967287e-17
1935 3.2114312757e-11 1.8000564444e-12 -2.2342609430e-12 0.0000000000e+00 4.4446190933e-16 1.1660481815e-16 -1.9163009377e-17
1936 3.2105017676e-11 1.7962119352e-12 -2.2648072588e-12 0.0000000000e+00 4.4348267559e-16 1.1691374351e-16 -1.9130543787e-17
1937 3.2097769844e-11 1.7921708260e-12 -2.2949974671e-12 0.0000000000e+00 4.4250597271e-16 1.1721563540e-16 -1.9095548266e-17
1938 3.2092548196e-11 1.7879334966e-12 -2.3248150507e-12 0.0000000000e+00 4.4153179086e-16 1.1751048868e-16 -1.9058000492e-17
1939 3.2089331554e-11 1.7835003306e-12 -2.3542434278e-12 0.0000000000e+00 4.4056012015e-16 1.1779829832e-16 -1.9017878078e-17
1940 3.2088098637e-11 1.7788717148e-12 -2.3832659521e-12 0.0000000000e+00 4.3959095060e-16 1.1807905929e-16 -1.8975158565e-17
1941 3.2088828054e-11 1.7740480394e-12 -2.4118659129e-12 0.0000000000e+00 4.3862427215e-16 1.1835276663e-16 -1.8929819428e-17
1942 3.2091498309e-11 1.7690296980e-12 -2.4400265348e-12 0.0000000000e+00 4.3766007464e-16 1.1861941545e-16 -1.8881838072e-17
1943 3.2096087796e-11 1.7638170878e-12 -2.4677309775e-12 0.0000000000e+00 4.3669834787e-16 1.1887900086e-16 -1.8831191833e-17
1944 3.2102574804e-11 1.7584106091e-12 -2.4949623363e-12 0.0000000000e+00 4.3573908150e-16 1.1913151807e-16 -1.8777857978e-17
1945 3.2110937511e-11 1.7528106658e-12 -2.5217036414e-12 0.0000000000e+00 4.3478226517e-16 1.1937696232e-16 -1.8721813708e-17
1946 3.2121153990e-11 1.7470176652e-12 -2.5479378580e-12 0.0000000000e+00 4.3382788839e-16 1.1961532889e-16 -1.8663036150e-17
1947 3.2133198712e-11 1.7410325112e-12 -2.5736503018e-12 0.0000000000e+00 4.3287594155e-16 1.1984661372e-16 -1.8601512069e-17
1948 3.2147032053e-11 1.7348580874e-12 -2.5988359054e-12 0.0000000000e+00 4.3192641872e-16 1.2007081519e-16 -1.8537267053e-17
1949 3.2162610706e-11 1.7284977851e-12 -2.6234920063e-12 0.0000000000e+00 4.3097931486e-16 1.2028793236e-16 -1.8470336540e-17
1950 3.2179891174e-11 1.7219550114e-12 -2.6476159363e-12 0.0000000000e+00 4.3003462487e-16 1.2049796432e-16 -1.8400756144e-17
1951 3.2198829762e-11 1.7152331887e-12 -2.6712050216e-12 0.0000000000e+00 4.2909234359e-16 1.2070091026e-16 -1.8328561644e-17
1952 3.2219382580e-11 1.7083357555e-12 -2.6942565828e-12 0.0000000000e+00 4.2815246578e-16 1.2089676942e-16 -1.8253788992e-17
1953 3.2241505544e-11 1.7012661656e-12 -2.7167679348e-12 0.0000000000e+00 4.2721498617e-16 1.2108554110e-16 -1.8176474313e-17
1954 3.2265154372e-11 1.6940278888e-12 -2.7387363870e-12 0.0000000000e+00 4.2627989941e-16 1.2126722467e-16 -1.8096653900e-17
1955 3.2290284586e-11 1.6866244103e-12 -2.7601592431e-12 0.0000000000e+00 4.2534720010e-16 1.2144181958e-16 -1.8014364220e-17
1956 3.2316851515e-11 1.6790592314e-12 -2.7810338009e-12 0.0000000000e+00 4.2441688278e-16 1.2160932532e-16 -1.7929641909e-17
1957 3.2344810287e-11 1.6713358690e-12 -2.8013573530e-12 0.0000000000e+00 4.2348894191e-16 1.2176974147e-16 -1.7842523778e-17
1958 3.2374115836e-11 1.6634578558e-12 -2.8211271860e-12 0.0000000000e+00 4.2256337192e-16 1.2192306767e-16 -1.7753046807e-17
1959 3.2404722897e-11 1.6554287402e-12 -2.8403405809e-12 0.0000000000e+00 4.2164016716e-16 1.2206930361e-16 -1.7661248151e-17
1960 3.2436586009e-11 1.6472520866e-12 -2.8589948132e-12 0.0000000000e+00 4.2071932193e-16 1.2220844907e-16 -1.7567165136e-17
1961 3.2469659513e-11 1.6389314752e-12 -2.8770871524e-12 0.0000000000e+00 4.1980083045e-16 1.2234050388e-16 -1.7470835262e-17
1962 3.2503897552e-11 1.6304705021e-12 -2.8946148627e-12 0.0000000000e+00 4.1888468690e-16 1.2246546794e-16 -1.7372296201e-17
1963 3.2539254070e-11 1.6218727791e-12 -2.9115752023e-12 0.0000000000e+00 4.1797088539e-16 1.2258334123e-16 -1.7271585799e-17
1964 3.2575682814e-11 1.6131419342e-12 -2.9279654239e-12 0.0000000000e+00 4.1705941997e-16 1.2269412377e-16 -1.7168742075e-17
1965 3.2613137331e-11 1.6042816112e-12 -2.9437827744e-12 0.0000000000e+00 4.1615028464e-16 1.2279781567e-16 -1.7063803223e-17
1966 3.2651570971e-11 1.5952954697e-12 -2.9590244952e-12 0.0000000000e+00 4.1524347331e-16 1.2289441710e-16 -1.6956807608e-17
1967 3.2690936883e-11 1.5861871856e-12 -2.9736878216e-12 0.0000000000e+00 4.1433897986e-16 1.2298392830e-16 -1.6847793774e-17
1968 3.2731188016e-11 1.5769604505e-12 -2.9877699836e-12 0.0000000000e+00 4.1343679809e-16 1.2306634957e-16 -1.6736800434e-17
1969 3.2772277122e-11 1.5676189723e-12 -3.0012682054e-12 0.0000000000e+00 4.1253692174e-16 1.2314168128e-16 -1.6623866480e-17
1970 3.2814156751e-11 1.5581664746e-12 -3.0141797052e-12 0.0000000000e+00 4.1163934450e-16 1.2320992387e-16 -1.6509030976e-17
1971 3.2856779252e-11 1.5486066973e-12 -3.0265016958e-12 0.0000000000e+00 4.1074405999e-16 1.2327107785e-16 -1.6392333163e-17
1972 3.2900096777e-11 1.5389433963e-12 -3.0382313841e-12 0.0000000000e+00 4.0985106177e-16 1.2332514380e-16 -1.6273812457e-17
1973 3.2944061273e-11 1.5291803436e-12 -3.0493659714e-12 0.0000000000e+00 4.0896034333e-16 1.2337212235e-16 -1.6153508448e-17
1974 3.2988624488e-11 1.5193213275e-12 -3.0599026532e-12 0.0000000000e+00 4.0807189810e-16 1.2341201421e-16 -1.6031460905e-17
1975 3.3033737970e-11 1.5093701520e-12 -3.0698386191e-12 0.0000000000e+00 4.0718571947e-16 1.2344482017e-16 -1.5907709769e-17
1976 3.3079353064e-11 1.4993306377e-12 -3.0791710532e-12 0.0000000000e+00 4.0630180074e-16 1.2347054107e-16 -1.5782295160e-17
1977 3.3125420913e-11 1.4892066212e-12 -3.0878971338e-12 0.0000000000e+00 4.0542013516e-16 1.2348917782e-16 -1.5655257375e-17
1978 3.3171892458e-11 1.4790019553e-12 -3.0960140332e-12 0.0000000000e+00 4.0454071591e-16 1.2350073141e-16 -1.5526636886e-17
1979 3.3218718439e-11 1.4687205091e-12 -3.1035189183e-12 0.0000000000e+00 4.0366353612e-16 1.2350520289e-16 -1.5396474341e-17
1980 3.3265849393e-11 1.4583661678e-12 -3.1104089500e-12 0.0000000000e+00 4.0278858885e-16 1.2350259338e-16 -1.5264810569e-17
1981 3.3313235653e-11 1.4479428331e-12 -3.1166812834e-12 0.0000000000e+00 4.0191586710e-16 1.2349290408e-16 -1.5131686572e-17
1982 3.3360827350e-11 1.4374544227e-12 -3.1223330680e-12 0.0000000000e+00 4.0104536380e-16 1.2347613623e-16 -1.4997143533e-17
1983 3.3408574411e-11 1.4269048707e-12 -3.1273614475e-12 0.0000000000e+00 4.0017707183e-16 1.2345229116e-16 -1.4861222812e-17
1984 3.3456426562e-11 1.4162981278e-12 -3.1317635596e-12 0.0000000000e+00 3.9931098399e-16 1.2342137028e-16 -1.4723965946e-17
1985 3.3504333320e-11 1.4056381606e-12 -3.1355365364e-12 0.0000000000e+00 3.9844709303e-16 1.2338337504e-16 -1.4585414651e-17
1986 3.3552244004e-11 1.3949289525e-12 -3.1386775041e-12 0.0000000000e+00 3.9758539164e-16 1.2333830699e-16 -1.4445610821e-17
1987 3.3600107724e-11 1.3841745029e-12 -3.1411835833e-12 0.0000000000e+00 3.9672587243e-16 1.2328616772e-16 -1.4304596530e-17
1988 3.3647873387e-11 1.3733788279e-12 -3.1430518885e-12 0.0000000000e+00 3.9586852796e-16 1.2322695891e-16 -1.4162414031e-17
1989 3.3695489696e-11 1.3625459599e-12 -3.1442795286e-12 0.0000000000e+00 3.9501335073e-16 1.2316068231e-16 -1.4019105755e-17
1990 3.3742905149e-11 1.3516799478e-12 -3.1448636066e-12 0.0000000000e+00 3.9416033316e-16 1.2308733972e-16 -1.3874714313e-17
1991 3.3790068035e-11 1.3407848569e-12 -3.1448012197e-12 0.0000000000e+00 3.9330946762e-16 1.2300693304e-16 -1.3729282495e-17
1992 3.3836926443e-11 1.3298647691e-12 -3.1440894593e-12 0.0000000000e+00 3.9246074641e-16 1.2291946420e-16 -1.3582853273e-17
1993 3.3883428252e-11 1.3189237827e-12 -3.1427254109e-12 0.0000000000e+00 3.9161416177e-16 1.2282493525e-16 -1.3435469798e-17
1994 3.3929521136e-11 1.3079660127e-12 -3.1407061542e-12 0.0000000000e+00 3.9076970588e-16 1.2272334826e-16 -1.3287175400e-17
1995 3.3975152564e-11 1.2969955904e-12 -3.1380287632e-12 0.0000000000e+00 3.8992737084e-16 1.2261470541e-16 -1.3138013591e-17
1996 3.4020269795e-11 1.2860166640e-12 -3.1346903058e-12 0.0000000000e+00 3.8908714870e-16 1.2249900893e-16 -1.2988028064e-17
1997 3.4064819886e-11 1.2750333980e-12 -3.1306878442e-12 0.0000000000e+00 3.8824903145e-16 1.2237626112e-16 -1.2837262693e-17
1998 3.4108749681e-11 1.2640499736e-12 -3.1260184347e-12 0.0000000000e+00 3.8741301100e-16 1.2224646436e-16 -1.2685761533e-17
1999 3.4152005822e-11 1.2530705888e-12 -3.1206791278e-12 0.0000000000e+00 3.8657907920e-16 1.2210962109e-16 -1.2533568821e-17
2000 3.4194534740e-11 1.2420994581e-12 -3.1146669681e-12 0.0000000000e+00 3.8574722784e-16 1.2196573385e-16 -1.2380728974e-17
2001 3.4236282659e-11 1.2311408128e-12 -3.1079789942e-12 0.0000000000e+00 3.8491744865e-16 1.2181480520e-16 -1.2227286593e-17
2002 3.4277201256e-11 1.2201986026e-12 -3.1006141974e-12 0.0000000000e+00 3.8408973399e-16 1.2165685567e-16 -1.2073283279e-17
2003 3.4317264692e-11 1.2092755996e-12 -3.0925794116e-12 0.0000000000e+00 3.8326407892e-16 1.2149197739e-16 -1.1918748065e-17
2004 3.4356452704e-11 1.1983742882e-12 -3.0838834659e-12 0.0000000000e+00 3.8244047919e-16 1.2132028084e-16 -1.1763706912e-17
2005 3.4394744957e-11 1.1874971619e-12 -3.0745352309e-12 0.0000000000e+00 3.8161893047e-16 1.2114187697e-16 -1.1608185891e-17
2006 3.4432121042e-11 1.1766467243e-12 -3.0645436184e-12 0.0000000000e+00 3.8079942840e-16 1.2095687724e-16 -1.1452211178e-17
2007 3.4468560477e-11 1.1658254884e-12 -3.0539175811e-12 0.0000000000e+00 3.7998196854e-16 1.2076539362e-16 -1.1295809056e-17
2008 3.4504042707e-11 1.1550359769e-12 -3.0426661134e-12 0.0000000000e+00 3.7916654645e-16 1.2056753857e-16 -1.1139005914e-17
2009 3.4538547105e-11 1.1442807221e-12 -3.0307982507e-12 0.0000000000e+00 3.7835315760e-16 1.2036342506e-16 -1.0981828251e-17
2010 3.4572052967e-11 1.1335622660e-12 -3.0183230702e-12 0.0000000000e+00 3.7754179743e-16 1.2015316657e-16 -1.0824302669e-17
2011 3.4604539520e-11 1.1228831603e-12 -3.0052496903e-12 0.0000000000e+00 3.7673246134e-16 1.1993687707e-16 -1.0666455880e-17
2012 3.4635985914e-11 1.1122459663e-12 -2.9915872709e-12 0.0000000000e+00 3.7592514465e-16 1.1971467104e-16 -1.0508314704e-17
2013 3.4666371226e-11 1.1016532552e-12 -2.9773450137e-12 0.0000000000e+00 3.7511984266e-16 1.1948666347e-16 -1.0349906065e-17
2014 3.4695674461e-11 1.0911076077e-12 -2.9625321618e-12 0.0000000000e+00 3.7431655061e-16 1.1925296985e-16 -1.0191256998e-17
2015 3.4723874548e-11 1.0806116143e-12 -2.9471580001e-12 0.0000000000e+00 3.7351526370e-16 1.1901370618e-16 -1.0032394646e-17
2016 3.4750950343e-11 1.0701678752e-12 -2.9312318552e-12 0.0000000000e+00 3.7271597706e-16 1.1876898898e-16 -9.8733462570e-18
2017 3.4776880627e-11 1.0597790004e-12 -2.9147630954e-12 0.0000000000e+00 3.7191868579e-16 1.1851893525e-16 -9.7141391898e-18
2018 3.4801644109e-11 1.0494476096e-12 -2.8977611312e-12 0.0000000000e+00 3.7112338494e-16 1.1826366252e-16 -9.5548009101e-18
2019 3.4825219423e-11 1.0391763324e-12 -2.8802354145e-12 0.0000000000e+00 3.7033006950e-16 1.1800328883e-16 -9.3953589926e-18
2020 3.4847585126e-11 1.0289678080e-12 -2.8621954394e-12 0.0000000000e+00 3.6953873441e-16 1.1773793271e-16 -9.2358411201e-18
2021 3.4868719704e-11 1.0188246856e-12 -2.8436507421e-12 0.0000000000e+00 3.6874937458e-16 1.1746771322e-16 -9.0762750841e-18
2022 3.4888601568e-11 1.0087496239e-12 -2.8246109008e-12 0.0000000000e+00 3.6796198485e-16 1.1719274993e-16 -8.9166887849e-18
2023 3.4907209053e-11 9.9874529175e-13 -2.8050855355e-12 0.0000000000e+00 3.6717656002e-16 1.1691316291e-16 -8.7571102317e-18
2024 3.4924520420e-11 9.8881436764e-13 -2.7850843089e-12 0.0000000000e+00 3.6639309483e-16 1.1662907276e-16 -8.5975675427e-18
2025 3.4940513856e-11 9.7895953996e-13 -2.7646169255e-12 0.0000000000e+00 3.6561158399e-16 1.1634060057e-16 -8.4380889453e-18
2026 3.4955167472e-11 9.6918350692e-13 -2.7436931322e-12 0.0000000000e+00 3.6483202214e-16 1.1604786798e-16 -8.2787027760e-18
2027 3.4968459305e-11 9.5948897663e-13 -2.7223227184e-12 0.0000000000e+00 3.6405440387e-16 1.1575099709e-16 -8.1194374811e-18
2028 3.4980367316e-11 9.4987866706e-13 -2.7005155155e-12 0.0000000000e+00 3.6327872374e-16 1.1545011057e-16 -7.9603216160e-18
2029 3.4990869392e-11 9.4035530606e-13 -2.6782813977e-12 0.0000000000e+00 3.6250497625e-16 1.1514533158e-16 -7.8013838462e-18
2030 3.4999943345e-11 9.3092163139e-13 -2.6556302816e-12 0.0000000000e+00 3.6173315584e-16 1.1483678380e-16 -7.6426529466e-18
2031 3.5007566910e-11 9.2158039072e-13 -2.6325721262e-12 0.0000000000e+00 3.6096325690e-16 1.1452459141e-16 -7.4841578026e-18
2032 3.5013717748e-11 9.1233434165e-13 -2.6091169331e-12 0.0000000000e+00 3.6019527380e-16 1.1420887915e-16 -7.3259274091e-18
2033 3.5018373444e-11 9.0318625171e-13 -2.5852747468e-12 0.0000000000e+00 3.5942920081e-16 1.1388977223e-16 -7.1679908717e-18
2034 3.5021511509e-11 8.9413889837e-13 -2.5610556542e-12 0.0000000000e+00 3.5866503220e-16 1.1356739642e-16 -7.0103774061e-18
2035 3.5023109376e-11 8.8519506908e-13 -2.5364697852e-12 0.0000000000e+00 3.5790276214e-16 1.1324187798e-16 -6.8531163386e-18
2036 3.5023144404e-11 8.7635756124e-13 -2.5115273123e-12 0.0000000000e+00 3.5714238480e-16 1.1291334371e-16 -6.6962371060e-18
2037 3.5021593876e-11 8.6762918224e-13 -2.4862384510e-12 0.0000000000e+00 3.5638389426e-16 1.1258192092e-16 -6.5397692559e-18
2038 3.5018434998e-11 8.5901274946e-13 -2.4606134598e-12 0.0000000000e+00 3.5562728456e-16 1.1224773744e-16 -6.3837424470e-18
2039 3.5013644900e-11 8.5051109031e-13 -2.4346626398e-12 0.0000000000e+00 3.5487254971e-16 1.1191092163e-16 -6.2281864487e-18
2040 3.5007200639e-11 8.4212704218e-13 -2.4083963356e-12 0.0000000000e+00 3.5411968363e-16 1.1157160237e-16 -6.0731311418e-18
2041 3.4999079193e-11 8.3386345252e-13 -2.3818249346e-12 0.0000000000e+00 3.5336868023e-16 1.1122990907e-16 -5.9186065183e-18
2042 3.4989257463e-11 8.2572317882e-13 -2.3549588673e-12 0.0000000000e+00 3.5261953333e-16 1.1088597165e-16 -5.7646426816e-18
2043 3.4977712276e-11 8.1770908861e-13 -2.3278086076e-12 0.0000000000e+00 3.5187223673e-16 1.1053992056e-16 -5.6112698467e-18
2044 3.4964420382e-11 8.0982405948e-13 -2.3003846725e-12 0.0000000000e+00 3.5112678416e-16 1.1019188679e-16 -5.4585183403e-18
2045 3.4949358453e-11 8.0207097913e-13 -2.2726976222e-12 0.0000000000e+00 3.5038316932e-16 1.0984200184e-16 -5.3064186009e-18
2046 3.4932503087e-11 7.9445274532e-13 -2.2447580604e-12 0.0000000000e+00 3.4964138583e-16 1.0949039774e-16 -5.1550011789e-18
2047 3.4913830803e-11 7.8697226592e-13 -2.2165766342e-12 0.0000000000e+00 3.4890142727e-16 1.0913720704e-16 -5.0042967370e-18
2048 3.4893318045e-11 7.7963245891e-13 -2.1881640341e-12 0.0000000000e+00 3.4816328719e-16 1.0878256285e-16 -4.8543360499e-18
2049 3.4870941178e-11 7.7243625240e-13 -2.1595309941e-12 0.0000000000e+00 3.4742695905e-16 1.0842659877e-16 -4.7051500048e-18
2050 3.4846676493e-11 7.6538658463e-13 -2.1306882918e-12 0.0000000000e+00 3.4669243628e-16 1.0806944894e-16 -4.5567696013e-18
2051 3.4820500201e-11 7.5848640399e-13 -2.1016467484e-12 0.0000000000e+00 3.4595971227e-16 1.0771124805e-16 -4.4092259517e-18
2052 3.4792388437e-11 7.5173866905e-13 -2.0724172288e-12 0.0000000000e+00 3.4522878033e-16 1.0735213130e-16 -4.2625502810e-18
2053 3.4762317261e-11 7.4514634851e-13 -2.0430106415e-12 0.0000000000e+00 3.4449963373e-16 1.0699223443e-16 -4.1167739271e-18
2054 3.4730262652e-11 7.3871242130e-13 -2.0134379389e-12 0.0000000000e+00 3.4377226571e-16 1.0663169370e-16 -3.9719283411e-18
2055 3.4696200514e-11 7.3243987650e-13 -1.9837101172e-12 0.0000000000e+00 3.4304666942e-16 1.0627064593e-16 -3.8280450870e-18
2056 3.4660106674e-11 7.2633171344e-13 -1.9538382166e-12 0.0000000000e+00 3.4232283798e-16 1.0590922844e-16 -3.6851558422e-18
2057 3.4621963786e-11 7.2039033088e-13 -1.9238329979e-12 0.0000000000e+00 3.4160076505e-16 1.0554754182e-16 -3.5432849343e-18
2058 3.4581782113e-11 7.1461568996e-13 -1.8937039714e-12 0.0000000000e+00 3.4088044664e-16 1.0518553776e-16 -3.4024268925e-18
2059 3.4539578896e-11 7.0900713824e-13 -1.8634603615e-12 0.0000000000e+00 3.4016187932e-16 1.0482313038e-16 -3.2625687368e-18
2060 3.4495371459e-11 7.0356401926e-13 -1.8331114291e-12 0.0000000000e+00 3.3944505961e-16 1.0446023348e-16 -3.1236974267e-18
2061 3.4449177208e-11 6.9828567252e-13 -1.8026664715e-12 0.0000000000e+00 3.3872998401e-16 1.0409676053e-16 -2.9857998606e-18
2062 3.4401013636e-11 6.9317143349e-13 -1.7721348230e-12 0.0000000000e+00 3.3801664897e-16 1.0373262465e-16 -2.8488628766e-18
2063 3.4350898317e-11 6.8822063360e-13 -1.7415258543e-12 0.0000000000e+00 3.3730505089e-16 1.0336773862e-16 -2.7128732515e-18
2064 3.4298848911e-11 6.8343260026e-13 -1.7108489729e-12 0.0000000000e+00 3.3659518615e-16 1.0300201491e-16 -2.5778177014e-18
2065 3.4244883163e-11 6.7880665679e-13 -1.6801136231e-12 0.0000000000e+00 3.3588705109e-16 1.0263536562e-16 -2.4436828815e-18
2066 3.4189018899e-11 6.7434212248e-13 -1.6493292861e-12 0.0000000000e+00 3.3518064200e-16 1.0226770253e-16 -2.3104553855e-18
